canonical_content_id,canonical_title,content_group,release_date,match_status,mapping_status,listed_platforms,priced_platforms,platform_list,total_sales,total_gross,total_net,avg_net,c4s_sales,c4s_gross,c4s_net,curvage_sales,curvage_gross,curvage_net,manyvids_sales,manyvids_gross,manyvids_net,onlyfans_sales,onlyfans_gross,onlyfans_net,modelcentro_sales,modelcentro_gross,modelcentro_net,first_offered_date,latest_date,source_rows,debug_note
Video 0035,Big Horny Housewife,Video,2018-10-11,Manual confirmed match,mapped,"ManyVids, ModelCentro",ManyVids,ManyVids,6,29.9,17.94,2.99,0,0.0,0.0,0,0.0,0.0,6,29.9,17.94,0,0.0,0.0,0,0.0,0.0,2018-10-11,2026-06-16,6,catalog video row; platform revenue split from content_group_summary
Video 0177,Fat Dom GF Makes you Clean Sweaty Ass and Pussy,Video,2023-05-03,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore","ManyVids, ModelCentro",2,27.97,17.68,8.84,0,0.0,0.0,0,0.0,0.0,1,15.98,9.59,0,0.0,0.0,1,11.99,8.09,2023-05-03,2026-07-02,2,catalog video row; platform revenue split from content_group_summary
Video 0199,Vibe Until I Cum,Video,2023-10-05,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore","ManyVids, ModelCentro",2,26.97,17.15,8.57,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,1,12.99,8.76,2023-10-05,2026-03-17,2,catalog video row; platform revenue split from content_group_summary
Video 0188,SSBBW Solo POV BJ and Fuck,Video,2023-07-21,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,2,27.97,16.78,8.39,0,0.0,0.0,0,0.0,0.0,2,27.97,16.78,0,0.0,0.0,0,0.0,0.0,2023-07-21,2026-07-06,2,catalog video row; platform revenue split from content_group_summary
Video 0208,SSBBW Mrs Claus Lets You Eat Ass and Pussy,Video,2023-12-27,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,2,27.97,16.78,8.39,0,0.0,0.0,0,0.0,0.0,2,27.97,16.78,0,0.0,0.0,0,0.0,0.0,2023-12-27,2026-05-31,2,catalog video row; platform revenue split from content_group_summary
Video 0248,SSBBW Girlfriend Grows into 14-foot Giantess,Video,2024-10-25,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,1,21.99,16.29,16.29,0,0.0,0.0,1,21.99,16.29,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2024-10-25,2026-07-16,1,catalog video row; platform revenue split from content_group_summary
Video 0145,Spread and Begging for Anal,Video,2021-09-17,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore","ManyVids, ModelCentro",2,24.97,15.8,7.9,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,1,10.99,7.41,2021-09-17,2026-04-22,2,catalog video row; platform revenue split from content_group_summary
Video 0130,Riding Your Face and Your Cock POV,Video,2021-04-29,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore","ManyVids, ModelCentro",2,24.97,15.8,7.9,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,1,10.99,7.41,2021-04-29,2026-05-22,2,catalog video row; platform revenue split from content_group_summary
Video 0242,Crawling Back to Your Fat Mistress,Video,2024-07-04,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",ManyVids,2,25.97,15.58,7.79,0,0.0,0.0,0,0.0,0.0,2,25.97,15.58,0,0.0,0.0,0,0.0,0.0,2024-07-04,2026-06-13,2,catalog video row; platform revenue split from content_group_summary
Video 0235,Your Therapist Turns You Into a Feeder Part 1,Video,2024-05-16,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",ManyVids,1,24.98,14.99,14.99,0,0.0,0.0,0,0.0,0.0,1,24.98,14.99,0,0.0,0.0,0,0.0,0.0,2024-05-16,2026-07-06,1,catalog video row; platform revenue split from content_group_summary
Video 0255,Worship My Sweaty Fat,Video,2024-12-04,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,1,24.98,14.99,14.99,0,0.0,0.0,0,0.0,0.0,1,24.98,14.99,0,0.0,0.0,0,0.0,0.0,2024-12-04,2026-04-02,1,catalog video row; platform revenue split from content_group_summary
Video 0252,Resist Temptation or Get Swallowed,Video,2024-11-16,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",ManyVids,1,24.98,14.99,14.99,0,0.0,0.0,0,0.0,0.0,1,24.98,14.99,0,0.0,0.0,0,0.0,0.0,2024-11-16,2026-05-14,1,catalog video row; platform revenue split from content_group_summary
Video 0059,Not in Kansas,Video,2019-11-01,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,5,24.92,14.95,2.99,0,0.0,0.0,0,0.0,0.0,5,24.92,14.95,0,0.0,0.0,0,0.0,0.0,2019-11-01,2026-06-28,5,catalog video row; platform revenue split from content_group_summary
Video 0260,Gaining for Daddy,Video,2025-02-17,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,1,19.99,14.79,14.79,0,0.0,0.0,1,19.99,14.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2025-02-17,2026-05-12,1,catalog video row; platform revenue split from content_group_summary
Video 0186,Chair Breaking Under Huge SSBBW,Video,2023-06-21,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids","C4S, ManyVids, Curvage",Curvage,1,19.99,14.79,14.79,0,0.0,0.0,1,19.99,14.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2023-06-21,2026-05-21,1,catalog video row; platform revenue split from content_group_summary
Video 0119,Your Cum Makes Me Gain,Video,2021-01-03,Auto exact-title match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,2,23.97,14.38,7.19,0,0.0,0.0,0,0.0,0.0,2,23.97,14.38,0,0.0,0.0,0,0.0,0.0,2021-01-03,2026-06-13,2,catalog video row; platform revenue split from content_group_summary
Video 0092,POV Fucking and Sucking,Video,2020-06-14,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore",ManyVids,2,23.97,14.38,7.19,0,0.0,0.0,0,0.0,0.0,2,23.97,14.38,0,0.0,0.0,0,0.0,0.0,2020-06-14,2026-05-23,2,catalog video row; platform revenue split from content_group_summary
Video 0135,Fat Jiggly Ass,Video,2021-06-12,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore","ManyVids, ModelCentro",2,20.97,13.33,6.67,0,0.0,0.0,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,1,9.99,6.74,2021-06-12,2026-02-25,2,catalog video row; platform revenue split from content_group_summary
Video 0232,Your Wife Accidentally Gains,Video,2024-05-06,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",ManyVids,1,21.98,13.19,13.19,0,0.0,0.0,0,0.0,0.0,1,21.98,13.19,0,0.0,0.0,0,0.0,0.0,2024-05-06,2026-06-07,1,catalog video row; platform revenue split from content_group_summary
Video 0262,Voyeur Watches Me Get Ready,Video,2025-02-28,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,1,21.98,13.19,13.19,0,0.0,0.0,0,0.0,0.0,1,21.98,13.19,0,0.0,0.0,0,0.0,0.0,2025-02-28,2026-06-12,1,catalog video row; platform revenue split from content_group_summary
Video 0109,Come Back to Bed POV,Video,2020-10-11,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore",ManyVids,2,21.97,13.18,6.59,0,0.0,0.0,0,0.0,0.0,2,21.97,13.18,0,0.0,0.0,0,0.0,0.0,2020-10-11,2026-07-07,2,catalog video row; platform revenue split from content_group_summary
Video 0061,Fuck Me POV,Video,2019-11-13,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore","ManyVids, ModelCentro",2,19.97,13.1,6.55,0,0.0,0.0,0,0.0,0.0,1,4.98,2.99,0,0.0,0.0,1,14.99,10.11,2019-11-13,2026-06-14,2,catalog video row; platform revenue split from content_group_summary
Video 0200,Gaining Cheerleader Girlfriend,Video,2023-10-16,Manual confirmed match,mapped,"Clips4Sale, ModelCentro","C4S, MC Clipstore",ModelCentro,1,17.99,12.14,12.14,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,17.99,12.14,2023-10-16,2026-07-02,1,catalog video row; platform revenue split from content_group_summary
Video 0099,Fattened Up For Master Part II,Video,2020-08-05,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore",ManyVids,1,19.98,11.99,11.99,0,0.0,0.0,0,0.0,0.0,1,19.98,11.99,0,0.0,0.0,0,0.0,0.0,2020-08-05,2026-06-04,1,catalog video row; platform revenue split from content_group_summary
Video 0096,Fattened Up For Master,Video,2020-07-21,Auto exact-title match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,19.98,11.99,11.99,0,0.0,0.0,0,0.0,0.0,1,19.98,11.99,0,0.0,0.0,0,0.0,0.0,2020-07-21,2026-07-06,1,catalog video row; platform revenue split from content_group_summary
Video 0056,Chubby Squirting Pussy,Video,2019-10-05,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore",ManyVids,4,19.93,11.96,2.99,0,0.0,0.0,0,0.0,0.0,4,19.93,11.96,0,0.0,0.0,0,0.0,0.0,2019-10-05,2026-04-30,4,catalog video row; platform revenue split from content_group_summary
Video 0181,SSBBW Ass Worship in Thong and Tights,Video,2023-05-30,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ModelCentro,1,15.99,10.79,10.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,15.99,10.79,2023-05-30,2026-07-04,1,catalog video row; platform revenue split from content_group_summary
Video 0080,Cum in My Hairy Pussy,Video,2020-04-19,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore","ManyVids, ModelCentro",2,15.97,10.33,5.17,0,0.0,0.0,0,0.0,0.0,1,5.98,3.59,0,0.0,0.0,1,9.99,6.74,2020-04-19,2026-04-22,2,catalog video row; platform revenue split from content_group_summary
Video 0184,SSBBW Shiny Slippery Oil Play,Video,2023-06-13,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,16.98,10.19,10.19,0,0.0,0.0,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,2023-06-13,2026-06-08,1,catalog video row; platform revenue split from content_group_summary
Video 0207,SSBBW Gets Stuck in the Doorway,Video,2023-12-17,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids","C4S, ManyVids, Curvage",ManyVids,1,16.98,10.19,10.19,0,0.0,0.0,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,2023-12-17,2026-07-06,1,catalog video row; platform revenue split from content_group_summary
Video 0139,Oiling Up My Fat,Video,2021-07-12,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,16.98,10.19,10.19,0,0.0,0.0,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,2021-07-12,2026-04-06,1,catalog video row; platform revenue split from content_group_summary
Video 0209,Morning SSBBW Fuck POV Solo,Video,2023-12-29,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,1,16.98,10.19,10.19,0,0.0,0.0,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,2023-12-29,2026-03-13,1,catalog video row; platform revenue split from content_group_summary
Video 0206,Bigger Than You Tease Part 2,Video,2023-12-11,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",ManyVids,1,16.98,10.19,10.19,0,0.0,0.0,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,2023-12-11,2026-04-06,1,catalog video row; platform revenue split from content_group_summary
Video 0165,BBW Catwalk Bounce and Tease in Heels,Video,2022-11-29,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,1,16.98,10.19,10.19,0,0.0,0.0,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,2022-11-29,2026-04-06,1,catalog video row; platform revenue split from content_group_summary
Video 0144,Sweaty Fatty Makes You Lick Her Crevices,Video,2021-09-06,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ModelCentro,1,14.99,10.11,10.11,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,14.99,10.11,2021-09-06,2026-01-01,1,catalog video row; platform revenue split from content_group_summary
Video 0202,BBW Struts and Jiggles Out of My Jeans,Video,2023-11-10,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ModelCentro,1,14.99,10.11,10.11,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,14.99,10.11,2023-11-10,2026-07-04,1,catalog video row; platform revenue split from content_group_summary
Video 0122,Persimmon Season - Ripe Series vol. 1,Video,2021-01-31,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,15.98,9.59,9.59,0,0.0,0.0,0,0.0,0.0,1,15.98,9.59,0,0.0,0.0,0,0.0,0.0,2021-01-31,2026-06-13,1,catalog video row; platform revenue split from content_group_summary
Video 0102,Hot Pink Catwalk and Fat Bouncing,Video,2020-08-23,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,2,15.97,9.58,4.79,0,0.0,0.0,0,0.0,0.0,2,15.97,9.58,0,0.0,0.0,0,0.0,0.0,2020-08-23,2026-06-21,2,catalog video row; platform revenue split from content_group_summary
exact-title:bbw-covered-in-oil-full-nude-version,BBW Covered in Oil - Full Nude Version,Video,2026-04-17,,auto exact-title,,,ManyVids,2,15.97,9.58,4.79,0,0.0,0.0,0,0.0,0.0,2,15.97,9.58,0,0.0,0.0,0,0.0,0.0,2026-04-17,2026-06-04,2,revenue-only video row; platform revenue split from content_group_summary
exact-title:greedy-fatty-gets-messy-stuffing-cake,Greedy fatty gets messy stuffing cake!,Video,2026-05-12,,auto exact-title,,,Curvage,1,12.99,9.54,9.54,0,0.0,0.0,1,12.99,9.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2026-05-12,2026-05-12,1,revenue-only video row; platform revenue split from content_group_summary
Video 0182,SSBBW Lingerie Tease and JOI w Countdown,Video,2023-05-31,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,14.98,8.99,8.99,0,0.0,0.0,0,0.0,0.0,1,14.98,8.99,0,0.0,0.0,0,0.0,0.0,2023-05-31,2026-06-13,1,catalog video row; platform revenue split from content_group_summary
Video 0239,SSBBW Giantess Rubs Pussy on You,Video,2024-06-21,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,1,14.98,8.99,8.99,0,0.0,0.0,0,0.0,0.0,1,14.98,8.99,0,0.0,0.0,0,0.0,0.0,2024-06-21,2026-04-21,1,catalog video row; platform revenue split from content_group_summary
Video 0240,Gaining SSBBW Makes Her Buttons Pop,Video,2024-06-25,Manual confirmed match,mapped,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",ManyVids,1,14.98,8.99,8.99,0,0.0,0.0,0,0.0,0.0,1,14.98,8.99,0,0.0,0.0,0,0.0,0.0,2024-06-25,2026-04-06,1,catalog video row; platform revenue split from content_group_summary
Video 0187,Fat Girl Walks in Sexy Black Bodystocking,Video,2023-07-07,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,14.98,8.99,8.99,0,0.0,0.0,0,0.0,0.0,1,14.98,8.99,0,0.0,0.0,0,0.0,0.0,2023-07-07,2026-05-16,1,catalog video row; platform revenue split from content_group_summary
Video 0042,Lady in Black,Video,2019-03-21,Manual confirmed match,mapped,"ManyVids, ModelCentro",ManyVids,ManyVids,3,14.95,8.97,2.99,0,0.0,0.0,0,0.0,0.0,3,14.95,8.97,0,0.0,0.0,0,0.0,0.0,2019-03-21,2026-06-04,3,catalog video row; platform revenue split from content_group_summary
Video 0037,Fat Goddess Fucks Pussy,Video,2018-11-19,Manual confirmed match,mapped,"ManyVids, ModelCentro",ManyVids,ManyVids,3,14.95,8.97,2.99,0,0.0,0.0,0,0.0,0.0,3,14.95,8.97,0,0.0,0.0,0,0.0,0.0,2018-11-19,2026-05-26,3,catalog video row; platform revenue split from content_group_summary
Video 0047,Fat Girl in Skimpy Lingerie,Video,2019-05-28,Manual confirmed match,mapped,"ManyVids, ModelCentro",ManyVids,ManyVids,3,14.95,8.97,2.99,0,0.0,0.0,0,0.0,0.0,3,14.95,8.97,0,0.0,0.0,0,0.0,0.0,2019-05-28,2026-05-26,3,catalog video row; platform revenue split from content_group_summary
Video 0158,Hiding from the Holiday Party,Video,2021-12-26,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,13.98,8.39,8.39,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,2021-12-26,2026-02-25,1,catalog video row; platform revenue split from content_group_summary
Video 0151,Fat Tease and Fucking,Video,2021-10-25,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,13.98,8.39,8.39,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,2021-10-25,2026-05-26,1,catalog video row; platform revenue split from content_group_summary
Video 0149,Dripping On Your Face,Video,2021-10-09,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,13.98,8.39,8.39,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,2021-10-09,2026-04-17,1,catalog video row; platform revenue split from content_group_summary
Video 0174,Bouncing on Your Cock,Video,2023-03-15,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,13.98,8.39,8.39,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,2023-03-15,2026-04-06,1,catalog video row; platform revenue split from content_group_summary
Video 0147,Donut Stuffing and Glass Dildo Riding,Video,2021-09-26,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ModelCentro,1,11.99,8.09,8.09,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,11.99,8.09,2021-09-26,2026-01-22,1,catalog video row; platform revenue split from content_group_summary
Video 0160,Side-view Sucking and Riding,Video,2022-02-16,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,12.98,7.79,7.79,0,0.0,0.0,0,0.0,0.0,1,12.98,7.79,0,0.0,0.0,0,0.0,0.0,2022-02-16,2026-06-27,1,catalog video row; platform revenue split from content_group_summary
Video 0150,Fat Naked Yoga,Video,2021-10-19,Auto exact-title match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,12.98,7.79,7.79,0,0.0,0.0,0,0.0,0.0,1,12.98,7.79,0,0.0,0.0,0,0.0,0.0,2021-10-19,2026-06-17,1,catalog video row; platform revenue split from content_group_summary
Video 0142,Cumming is the Best Exercise,Video,2021-08-29,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ModelCentro,1,10.99,7.41,7.41,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,10.99,7.41,2021-08-29,2026-01-01,1,catalog video row; platform revenue split from content_group_summary
Video 0095,Huge Twerking Ass and Dripping Chubby Pussy,Video,2020-07-13,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore",ManyVids,1,11.98,7.19,7.19,0,0.0,0.0,0,0.0,0.0,1,11.98,7.19,0,0.0,0.0,0,0.0,0.0,2020-07-13,2026-06-27,1,catalog video row; platform revenue split from content_group_summary
Video 0097,Tight Dress Belly Bouncing,Video,2020-07-26,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,2,11.97,7.18,3.59,0,0.0,0.0,0,0.0,0.0,2,11.97,7.18,0,0.0,0.0,0,0.0,0.0,2020-07-26,2026-05-26,2,catalog video row; platform revenue split from content_group_summary
Video 0236,Teasing You in My Mini Skirt,Video,2024-06-07,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,1,10.98,6.59,6.59,0,0.0,0.0,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,2024-06-07,2026-04-17,1,catalog video row; platform revenue split from content_group_summary
Video 0105,Spying on Your Hot Roommate,Video,2020-09-14,Manual confirmed match,mapped,"ManyVids, ModelCentro","ManyVids, MC Clipstore",ManyVids,1,10.98,6.59,6.59,0,0.0,0.0,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,2020-09-14,2026-05-31,1,catalog video row; platform revenue split from content_group_summary
Video 0110,Solo Shower Sex,Video,2020-10-18,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,10.98,6.59,6.59,0,0.0,0.0,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,2020-10-18,2026-04-06,1,catalog video row; platform revenue split from content_group_summary
Video 0104,Oiled BBW Slides Naked on Air Mattress,Video,2020-09-14,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,10.98,6.59,6.59,0,0.0,0.0,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,2020-09-14,2026-04-06,1,catalog video row; platform revenue split from content_group_summary
Video 0159,Jean Shorts Face-Sitting,Video,2022-01-28,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,10.98,6.59,6.59,0,0.0,0.0,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,2022-01-28,2026-05-05,1,catalog video row; platform revenue split from content_group_summary
Video 0114,Ass Clapping and Dildo Riding,Video,2020-11-17,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,10.98,6.59,6.59,0,0.0,0.0,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,2020-11-17,2026-05-16,1,catalog video row; platform revenue split from content_group_summary
Video 0069,Fatty in the Shower,Video,2020-01-14,Auto exact-title match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,9.98,5.99,5.99,0,0.0,0.0,0,0.0,0.0,1,9.98,5.99,0,0.0,0.0,0,0.0,0.0,2020-01-14,2026-06-04,1,catalog video row; platform revenue split from content_group_summary
Video 0057,Touring My Fat Jiggly Body,Video,2019-10-23,Auto exact-title match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,2,9.97,5.98,2.99,0,0.0,0.0,0,0.0,0.0,2,9.97,5.98,0,0.0,0.0,0,0.0,0.0,2019-10-23,2026-04-17,2,catalog video row; platform revenue split from content_group_summary
Video 0049,Sexy Soft Curves,Video,2019-07-26,Manual confirmed match,mapped,"ManyVids, ModelCentro",ManyVids,ManyVids,2,9.97,5.98,2.99,0,0.0,0.0,0,0.0,0.0,2,9.97,5.98,0,0.0,0.0,0,0.0,0.0,2019-07-26,2026-06-04,2,catalog video row; platform revenue split from content_group_summary
Video 0041,I Need V-day Dick,Video,2019-02-18,Manual confirmed match,mapped,"ManyVids, ModelCentro",ManyVids,ManyVids,2,9.97,5.98,2.99,0,0.0,0.0,0,0.0,0.0,2,9.97,5.98,0,0.0,0.0,0,0.0,0.0,2019-02-18,2026-06-04,2,catalog video row; platform revenue split from content_group_summary
Video 0031,Hitachi Makes Me Squirt,Video,2018-06-20,Manual confirmed match,mapped,"ManyVids, ModelCentro",ManyVids,ManyVids,2,9.97,5.98,2.99,0,0.0,0.0,0,0.0,0.0,2,9.97,5.98,0,0.0,0.0,0,0.0,0.0,2018-06-20,2026-03-07,2,catalog video row; platform revenue split from content_group_summary
Video 0062,50 Wing Binge,Video,2019-11-19,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,2,9.97,5.98,2.99,0,0.0,0.0,0,0.0,0.0,2,9.97,5.98,0,0.0,0.0,0,0.0,0.0,2019-11-19,2026-07-11,2,catalog video row; platform revenue split from content_group_summary
Video 0079,Horny Pillow Grinding,Video,2020-04-11,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,8.98,5.39,5.39,0,0.0,0.0,0,0.0,0.0,1,8.98,5.39,0,0.0,0.0,0,0.0,0.0,2020-04-11,2026-04-17,1,catalog video row; platform revenue split from content_group_summary
Video 0148,Masturbating Together,Video,2021-10-02,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",Clips4Sale,1,8.5,5.1,5.1,1,8.5,5.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2021-10-02,2021-11-22,1,catalog video row; platform revenue split from content_group_summary
Video 0082,Flopping My Fat Around,Video,2020-04-25,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,7.98,4.79,4.79,0,0.0,0.0,0,0.0,0.0,1,7.98,4.79,0,0.0,0.0,0,0.0,0.0,2020-04-25,2026-04-17,1,catalog video row; platform revenue split from content_group_summary
Video 0117,Cozy Winter Pussy Play,Video,2020-12-13,Manual confirmed match,mapped,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ManyVids,1,7.98,4.79,4.79,0,0.0,0.0,0,0.0,0.0,1,7.98,4.79,0,0.0,0.0,0,0.0,0.0,2020-12-13,2026-04-17,1,catalog video row; platform revenue split from content_group_summary
