platform,title,clean_item_label,clip_id,sales_count,gross_amount,net_amount,avg_gross_per_sale,avg_net_per_sale,filename,format,clip_length,size,resolution,date_added,source_file,imported_at,row_hash,period_start,period_end
Clips4Sale,SSBBW Stuffs Burgers POV (VISION PRO),SSBBW Stuffs Burgers POV (VISION PRO),28927213,3,71.95,43.17,23.98,14.39,lady sublime ssbbw burger stuffing spatial video.MOV,MOV,00:23:29,2619,1920x1080,2024-04-12 19:34:21,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,b9043b55cea5107b6220022ecc24b8a76fd66cf285fbdb92aa6b0744842cf7be,2025-04-17,2026-07-04
Clips4Sale,Your Cum Makes Me Gain,Your Cum Makes Me Gain,24564879,6,71.9,43.14,11.98,7.19,lady sublime bbw fat fetish cum makes me gain cum begging belly play WM.mp4,mp4,00:11:00,598,1920x1080,2021-02-19 00:21:41,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,44b03e9f8642218b9f1b432655b24b2b74a6cea2f9c7e6b58ae236a8a6297e7c,2025-04-17,2026-07-04
Clips4Sale,SSBBW Plays with Fat Pussy and Bounces on Your Cock,SSBBW Plays with Fat Pussy and Bounces on Your Cock,27386809,8,69.97,41.98,8.75,5.25,lady sublime bbw hairy pussy play riding bouncing POV wm.mp4,mp4,00:10:41,581,1920x1080,2023-04-05 21:24:38,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,bfd2b2c8a5312cd23079d82e8711ff9068b2172e6e2c2a619344a178c1740521,2025-04-17,2026-07-04
Clips4Sale,Chargeback Forgiveness 106266925,Chargeback Forgiveness 106266925,32593851,3,69.95,41.97,23.32,13.99,lady_sublime_christmas_fat_chat_pov_fucking_riding_fat_belly_watermark_4k_clips4sale_251227175807.mo,mov,00:23:36,5712,3840x2160,2025-12-27 23:08:20,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,5ca5b3a1e3adefb32d66777b3400bcce752894899b79f7469a4e6f5473e47460,2025-04-17,2026-07-04
Clips4Sale,SSBBW Hottie Makes Her Fat Pussy Cum,SSBBW Hottie Makes Her Fat Pussy Cum,28102771,5,69.92,41.95,13.98,8.39,bbw cum.mov,mov,00:12:18,4472,3840x2160,2023-10-07 10:30:03,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,9ed569dfec82f525cac819beff8836129e5746ceab8100f7c4acd9c8e33d539a,2025-04-17,2026-07-04
Clips4Sale,Fat Fitness Instructor Causes Shaking,Fat Fitness Instructor Causes Shaking,27986033,5,69.92,41.95,13.98,8.39,bbw fitness.mov,mov,00:10:21,4169,3840x2160,2023-09-07 02:19:33,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,7337fe4d33fe400418217cf6cbd45c743e6b129bdf1219d58c36a00163e9ba39,2025-04-17,2026-07-04
Clips4Sale,Kneel and Eat My Fat BBW Pussy,Kneel and Eat My Fat BBW Pussy,26461421,6,67.97,40.78,11.33,6.8,lady sublime bbw purple lingerie fat pussy play wm.mp4,mp4,00:15:03,818,1920x1080,2022-08-15 23:40:01,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,348bdca1a4f67bfd71393a0d372ebe75020d4c8899644f4b6741f911f23f7075,2025-04-17,2026-07-04
Clips4Sale,Gaining Horny SSBBW Date Wants You POV,Gaining Horny SSBBW Date Wants You POV,28864821,4,67.93,40.76,16.98,10.19,lady sublime ssbbw weight gain masturbation fat pussy play -4k clips4sale.mov,mov,00:15:54,5664,3840x2160,2024-04-03 10:00:07,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,e8b8f6df93895af9b7dd5bd3b9f41d27d4ed50c4d1953a7f89c1889eda4c4916,2025-04-17,2026-07-04
Clips4Sale,Fatty Stuffs T Bell and Weighs In,Fatty Stuffs T Bell and Weighs In,27461085,5,66.47,39.88,13.29,7.98,lady sublime bbw taco bell stuffing overeating weight in fat girl eating wm.mp4,mp4,00:18:00,978,1920x1080,2023-04-25 14:36:28,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,d4842551270055f40ed8d77fc22f9e94cbd1c904073e3def8db3f60f2fa30d66,2025-04-17,2026-07-04
Clips4Sale,Fat Girl Sucks and Rides Dildo,Fat Girl Sucks and Rides Dildo,26444825,8,64.97,38.98,8.12,4.87,lady sublime bbw dick sucking and riding side view wm.mp4,mp4,00:08:23,456,1920x1080,2022-08-04 23:10:03,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,9d8a2702cde4ccdd965517349680b03b77e7562b592014cb1026daf3002be798,2025-04-17,2026-07-04
Clips4Sale,Horny SSBBW Strips and Cums POV,Horny SSBBW Strips and Cums POV,28963997,5,64.92,38.95,12.98,7.79,ady sublime bbw pleather leggings tease masturbation fat hairy pussy watermark-4k clips4sale.mov,mov,00:09:53,5600,3840x2160,2024-04-28 02:55:03,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,c928a7715c38953cd28786efb8c574b3c76d6a98be799fd9ccdb974095ebdcf8,2025-04-17,2026-07-04
Clips4Sale,Tight Clothes Make Growing SSBBW Horny,Tight Clothes Make Growing SSBBW Horny,27818857,4,63.93,38.36,15.98,9.59,tight clothes.mov,mov,00:12:55,4556,3840x2160,2023-09-07 23:54:45,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,ee2f0672b8d627a7af84becaf2500293055a2d894e5778cba4a26582c3aed880,2025-04-17,2026-07-04
Clips4Sale,SSBBW Shiny Slippery Oil Play,SSBBW Shiny Slippery Oil Play,27648131,3,62.95,37.77,20.98,12.59,Lady.mov,mov,00:20:25,4493,3840x2160,2023-09-07 22:47:13,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,32404fd3f1b3b50f3fb9b5264cfcd72cb37731a422cef57661fd48716fa9053a,2025-04-17,2026-07-04
Clips4Sale,Red Satin Shorts Fat Booty Worship,Red Satin Shorts Fat Booty Worship,24415359,9,62.85,37.71,6.98,4.19,lady sublime bbw satin panty fat ass worship twerk butthole flexing hairy pussy trailer WM.mp4,mp4,00:06:25,348,1920x1080,2021-01-18 21:23:44,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,c12236cf6545a795cad3db69ef1a7224f0b9d30db2f6e585cc7193f37963e21c,2025-04-17,2026-07-04
Clips4Sale,Gaining SSBBW Makes Her Buttons Pop,Gaining SSBBW Makes Her Buttons Pop,29332669,4,59.93,35.96,14.98,8.99,lady sublime ssbbw button popping weight gain fat belly jiggle watermark-4k clips4sale.mov,mov,00:10:38,5570,3840x2160,2024-06-25 10:00:08,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,9ce58fd66a743a9c55995da4a1b71d1daed3301a12b08d2fc826ef5a25e5682f,2025-04-17,2026-07-04
Clips4Sale,Fatty Jumping on the Squeaky Bed,Fatty Jumping on the Squeaky Bed,26184677,8,58.48,35.09,7.31,4.39,lady sublime bbw jumping on squeaky bed fat bouncing twerking big ass pussy wm.mp4,mp4,00:09:45,530,1920x1080,2022-05-06 20:11:07,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,ae1088cd3f9d5eccf3ccd964df71b379ce56df789b0e0d9616662bebf4cf781b,2025-04-17,2026-07-04
Clips4Sale,BBW Stripper Lets You Fuck in VIP,BBW Stripper Lets You Fuck in VIP,25577519,6,58.45,35.07,9.74,5.84,lady sublime bbw stripper fucks client n vip pov solo WM.mp4,mp4,00:10:45,585,1920x1080,2021-10-25 12:16:49,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,c269749d51f619b1c2bd03f0957b3d806321e9e9919689ef18e2d45f2728a0f7,2025-04-17,2026-07-04
Clips4Sale,Stuffed BBW Struggles to Stand Up,Stuffed BBW Struggles to Stand Up,25132457,5,54.92,32.95,10.98,6.59,lady sublime bbw fat struggle to get up too heavy WM.mp4,mp4,00:08:42,474,1920x1080,2021-06-24 18:22:28,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,b5dfa882e9aa27f1915137766376e7fcdc8aa2c9f51c91a3f6794d757ed33c92,2025-04-17,2026-07-04
Clips4Sale,SSBBW Devours a Pile of KFC,SSBBW Devours a Pile of KFC,27498019,3,53.95,32.37,17.98,10.79,lady sublime bbw kfc facestuffing overeating gaining feedee bloating burps wm.mp4,mp4,00:48:31,2633,1920x1080,2023-05-05 00:37:50,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,49857bb7f115db842586ef719adeac280f4fa89e82bc20f04bc64bcaa05f6ece,2025-04-17,2026-07-04
Clips4Sale,SSBBW Bloats and Burps with Milkshake and Soda,SSBBW Bloats and Burps with Milkshake and Soda,27080333,6,51.97,31.18,8.66,5.2,lady sublime bbw stuffing chugging burping feederism feedee growing fetish WM.mp4,mp4,00:10:45,579,1920x1080,2023-01-17 22:09:32,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,a89e8a4ba7bac3ab1b01641ab1cca42540ff624301f912cf7e5076cdffecdcf7,2025-04-17,2026-07-04
Clips4Sale,Fat Girl Pillow Grinding and Moaning,Fat Girl Pillow Grinding and Moaning,24019637,5,49.92,29.95,9.98,5.99,lady sublime bbw crop top pillow grinding and moaning WM.mp4,mp4,00:09:01,489,1920x1080,2020-11-06 20:25:02,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,9c15489fa4979617d9fda63844770fbf1c90f41513682a2424ec2124b312b469,2025-04-17,2026-07-04
Clips4Sale,Fat Naked Yoga,Fat Naked Yoga,25704201,6,48.98,29.39,8.16,4.9,lady sublime bbw naked yoga poses exercise wm.mp4,mp4,00:12:48,694,1920x1080,2021-12-05 18:10:18,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,301201378cfca88133790a843dd5afde6698214fc0daf26c52205df873f3578c,2025-04-17,2026-07-04
Clips4Sale,SSBBW Black Bikini Catwalk in Heels,SSBBW Black Bikini Catwalk in Heels,27012965,4,47.97,28.78,11.99,7.2,lady sublime bbw black bikini ssbbw catwalk heels fat belly jiggle bounce cellulite twerking wm.mp4,mp4,00:15:44,855,1920x1080,2022-12-29 22:29:13,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,fdde7ee214de21a5e940e5c4e7639c2c0fd278271e1e39f1f444ebf7a97c11f2,2025-04-17,2026-07-04
Clips4Sale,Oiled Up BBW Slides Naked on Air Mattress,Oiled Up BBW Slides Naked on Air Mattress,24679127,4,47.93,28.76,11.98,7.19,lady sublime bbw shiny oil play slip and slide WM.mp4,mp4,00:10:55,593,1920x1080,2021-03-14 18:42:41,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,f1267d1e177076c034bcef44a097c4d650dbbe243e9dd50f637d9b23ef0c889e,2025-04-17,2026-07-04
Clips4Sale,Worship My Fat SSBBW Body,Worship My Fat SSBBW Body,28054807,2,45.97,27.58,22.98,13.79,lady sublime bbw body worship fat jiggle tits ass pussy feet watermark-4k HDR.mov,mov,00:22:31,4458,3840x2160,2023-09-22 15:59:15,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,0e815db9df661542bbb27ae95a445b5f4abb6d231eff3cac6830ee81810b7ab6,2025-04-17,2026-07-04
Clips4Sale,Fatty in the Shower,Fatty in the Shower,24023261,4,39.93,23.96,9.98,5.99,lady sublime bbw soapy shower fat body worship WM.mp4,mp4,00:09:20,507,1920x1080,2020-11-12 15:15:02,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,79ff95b7d41fd05f054978624cca5feb4ae73488303934dc32754f7debbd4cef,2025-04-17,2026-07-04
Clips4Sale,Smoking and Sensual Belly Rubbing,Smoking and Sensual Belly Rubbing,24023281,4,39.93,23.96,9.98,5.99,lady sublime bbw smoking sensual body rubbing moaning WM.mp4,mp4,00:09:17,505,1920x1080,2020-11-14 15:25:01,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,9c20caa17e42355c5d3c6bf70ff5011392f0d550b3decec06414d420f1dc49d9,2025-04-17,2026-07-04
Clips4Sale,Stroke and Cum with a Fatty,Stroke and Cum with a Fatty,24858325,3,38.95,23.37,12.98,7.79,lady sublime bbw mutual masturbation wet pussy orgasm WM.mp4,mp4,00:11:47,638,1920x1080,2021-04-22 20:21:37,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,c7f1aec9b826f78f6e8ac7a86b40e6856e50bd8808bcf7302bf253db4d68c7b5,2025-04-17,2026-07-04
Clips4Sale,BBW Gives Smoky BJ and Vibes Fat Pussy,BBW Gives Smoky BJ and Vibes Fat Pussy,24731639,3,38.95,23.37,12.98,7.79,lady sublime bbw cigarette smoking bj pussy vibe WM.mp4,mp4,00:12:08,653,1920x1080,2021-03-25 21:54:35,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,499d8b39086209632c30a5b3aaa26dce950fb0adff013013136cee5a3d41fcde,2025-04-17,2026-07-04
Clips4Sale,Blue Jean Fat Ass Worship,Blue Jean Fat Ass Worship,24019609,3,38.95,23.37,12.98,7.79,lady sublime bbw ass worship denim jeans twerk in heels WM.mp4,mp4,00:12:19,669,1920x1080,2020-11-02 20:10:02,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,48f06b7df79488d0ee29d92bf3945af467ab56dba3990be9cba7a9b8ad56552b,2025-04-17,2026-07-04
Clips4Sale,SSBBW Catwalk and Fat Bouncing in Heels,SSBBW Catwalk and Fat Bouncing in Heels,27276267,3,37.98,22.79,12.66,7.6,lady sublime bbw hairy pussy play pov riding bouncing wm.mp4,mp4,00:18:18,993,1920x1080,2023-03-09 03:45:56,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,4efcd373bef3d56bb0cde807768f384231bd398fb8257c94678431396ccd9197,2025-04-17,2026-07-04
Clips4Sale,BBW Struts and Jiggles Out of My Jeans,BBW Struts and Jiggles Out of My Jeans,28254735,2,37.97,22.78,18.98,11.39,lady sublime bbw dark jeans tight clothes catwalk heels fat belly jiggle watermark-4k HDR.mov,mov,00:18:19,4540,3840x2160,2023-11-14 20:30:04,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,ec3906863b96a97d12ebc3f54b66f91e04adc788e8a182add4076272cf3af779,2025-04-17,2026-07-04
Clips4Sale,SSBBW Stuffing Donuts Pussy Play and JOI,SSBBW Stuffing Donuts Pussy Play and JOI,27571507,2,37.97,22.78,18.98,11.39,lady sublime bbw food stuffing donuts fat pussy play ssbbw gaining joi countdown wm.mp4,mp4,00:18:12,989,1920x1080,2023-05-24 20:52:48,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,ca54391f94d5556b6ecdcde68a7d24b43714c3aff2799ed639adca48668099ef,2025-04-17,2026-07-04
Clips4Sale,Hot Fatty Shows Off SSBBW Body in Lingerie and Heels,Hot Fatty Shows Off SSBBW Body in Lingerie and Heels,28626979,2,37.97,22.78,18.98,11.39,lady sublime bbw lingerie catwalk heels twerk jiggle fat feedee gainer watermark-4k clips4sale.mov,mov,00:18:43,5424,3840x2160,2024-02-12 10:35:02,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,2b8a9b0bd693c764991f173cb3e6a23244cbd37d4946b37d3fc32bb36992e699,2025-04-17,2026-07-04
Clips4Sale,BBW Dancing and Masturbating in the Mirror,BBW Dancing and Masturbating in the Mirror,25766689,3,33.98,20.39,11.33,6.8,lady sublime bbw dancing mirror twerk pussy play masturbation WM.mp4,mp4,00:15:47,857,1920x1080,2021-12-25 22:58:23,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,ff9e01f72d427f9c2406e2a553ea13962211dd8b9807edff629b74a50ff51762,2025-04-17,2026-07-04
Clips4Sale,Jiggling SSBBW Working Out in Lingerie,Jiggling SSBBW Working Out in Lingerie,28914457,2,33.97,20.38,16.98,10.19,lady sublime ssbbw lingerie workout jiggle bouncing watermark-4k clips4sale.mov,mov,00:16:39,5479,3840x2160,2024-04-10 04:06:14,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,0ec1008734d421fa383fd15b15aa226b3de517ca695b2f2e27f41b5a64b9555a,2025-04-17,2026-07-04
Clips4Sale,SSBBW Lingerie Tease and JOI w Countdown,SSBBW Lingerie Tease and JOI w Countdown,27675129,2,33.97,20.38,16.98,10.19,joi countdown.mov,mov,00:16:41,4489,3840x2160,2023-09-07 23:54:50,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,dabf23f60d89c0aa3529c5d6c83f03d2028e97c4c71b97bb95b8f08e6107388d,2025-04-17,2026-07-04
Clips4Sale,Licking Whipped Cream Off of My Fat SSBBW Tits,Licking Whipped Cream Off of My Fat SSBBW Tits,28801307,2,33.97,20.38,16.98,10.19,lady sublime ssbbw whipped cream messy eating mukbangs watermark-4k clips4sale.mov,mov,00:15:17,4782,3840x2160,2024-03-20 10:00:08,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,9f9668c21f309f18bf82dca8801535834d50cc948ac9e913d9544edfa7af487d,2025-04-17,2026-07-04
Clips4Sale,BBW Fucks Dripping Pussy With Dildo,BBW Fucks Dripping Pussy With Dildo,25509723,2,33.97,20.38,16.98,10.19,lady sublime bbw super wet hairy pussy dripping dildo fucking cumming WM.mp4,mp4,00:15:36,846,1920x1080,2021-10-02 19:00:26,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,a6cda4e3db2d6678d54f5f68419b4f711057f06eeb9f753a1739983ea9946e2c,2025-04-17,2026-07-04
Clips4Sale,Fat Stripper Gives You a Lapdance,Fat Stripper Gives You a Lapdance,24028985,3,32.95,19.77,10.98,6.59,lady sublime bbw stripper lap dance fucks WM.mp4,mp4,00:10:16,557,1920x1080,2020-11-20 19:40:02,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,af48c73c1e53ec507bec9e1873c47b9ddcf9f2711cc7255e50f0c93a905fafb7,2025-04-17,2026-07-04
Clips4Sale,Nude Tights Fat Ass Worship,Nude Tights Fat Ass Worship,24023189,3,32.95,19.77,10.98,6.59,lady sublime bbw nude tights ass worship heels hairy pussy fat ass WM.mp4,mp4,00:10:21,562,1920x1080,2020-11-08 14:55:01,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,4be7966ae615f2fa4b2451df3af09cc17341de082647d9d76519ee4dc2124e11,2025-04-17,2026-07-04
Clips4Sale,Hot Fatty Stuffs Snack Cakes,Hot Fatty Stuffs Snack Cakes,24023205,2,31.97,19.18,15.98,9.59,lady sublime bbw snack cake stuffing feeder feederism belly play WM.mp4,mp4,00:15:24,837,1920x1080,2020-11-09 15:05:02,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,ab72d2423b00cf4d915138e908765b2b2afe2185e7be1dc15f0b7545572b0792,2025-04-17,2026-07-04
Clips4Sale,Bra Changing SSBBW JOI w Cum Countdown,Bra Changing SSBBW JOI w Cum Countdown,27276295,3,28.5,17.1,9.5,5.7,lady sublime bbw bra changing joi cum countdown wm.mp4,mp4,00:18:07,984,1920x1080,2023-03-09 03:54:20,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,0364c1c240ff1e3fdb41d460e3699c42100b82f0bb3b70e7a421d8420bcc683f,2025-04-17,2026-07-04
Clips4Sale,Fatty Fucks Herself in the Window,Fatty Fucks Herself in the Window,26046385,3,27.98,16.79,9.33,5.6,lady sublime bbw dildo fucking red lingerie nn window moaning orgasm wm.mp4,mp4,00:12:50,696,1920x1080,2022-03-24 17:15:53,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,28caec0ac548d0bf2df78dd0e973a2fe05782fde51e1a65dc245ac6560a1aeb7,2025-04-17,2026-07-04
Clips4Sale,Fat Pussy Dripping on Your Face,Fat Pussy Dripping on Your Face,25679229,3,27.98,16.79,9.33,5.6,lady sublime bbw dripping pussy overhead masturbation cum WM.mp4,mp4,00:10:42,582,1920x1080,2021-11-27 19:57:06,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,acda6ab318134b9b03ccba35f3ac4419afb904d98e2ef9ebdf88fb7fc9a66954,2025-04-17,2026-07-04
Clips4Sale,Chargeback Forgiveness 106267173,Chargeback Forgiveness 106267173,31534051,1,27.98,16.79,27.98,16.79,lady sublime cake stuffing overeating rapid growth weight gain button popping clips4sale.mov,mov,00:22:10,5746,3840x2160,2025-07-21 10:00:07,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,e6f0220bda9b3a607ab35a8efffda0c1325e558950b6f52d662b56b84dea6a06,2025-04-17,2026-07-04
Clips4Sale,BBW Catwalk Bounce and Tease in Heels,BBW Catwalk Bounce and Tease in Heels,26904811,2,26.98,16.19,13.49,8.1,lady suublime bbw heels catwalk belly play twerking ssbbw jfat bouncing wm.mp4,mp4,00:17:05,928,1920x1080,2022-11-29 16:10:20,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,fd2dcc4f7518cd98f9a4907bf457384699f600bbea0455cc6d7403ed6255c287,2025-04-17,2026-07-04
Clips4Sale,SSBBW Room Service Face Stuffing,SSBBW Room Service Face Stuffing,28523779,1,26.98,16.19,26.98,16.19,lady sublime ssbbw room service lingerie fat stuffing breakfast feedee overeating -4k clips4sale.mov,mov,00:26:20,5408,3840x2160,2024-01-20 10:10:03,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,f571efcdc979adc80e829439a0ea53d3f93b71996563743b69e4d8aa974ac4ae,2025-04-17,2026-07-04
Clips4Sale,Fatty Chugs Three Large Milkshakes,Fatty Chugs Three Large Milkshakes,27929649,1,26.98,16.19,26.98,16.19,milkshake chug final-1080p HDR.mov,mov,00:26:11,3117,1920x1080,2023-08-31 22:24:19,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,148c3b4a7bc99f97fdb1dc8a533a37f94221a3eee1647d00967a01dac7367c4a,2025-04-17,2026-07-04
Clips4Sale,BBW Catwalk and Belly Bounce in Heels,BBW Catwalk and Belly Bounce in Heels,24019625,3,26.95,16.17,8.98,5.39,lady sublime bbw catwalk heels belly play fat slowmo WM.mp4,mp4,00:08:24,454,1920x1080,2020-11-03 20:15:01,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,e25f85ec6de18fdbb1a84089060c755afb621c40cf19e2208cacfe4d65c28c66,2025-04-17,2026-07-04
Clips4Sale,BBW Shower,BBW Shower,24028939,2,25.97,15.58,12.98,7.79,lady sublime bbw soapy sudsy shower hidden camera WM.mp4,mp4,00:12:16,579,1920x1080,2020-11-17 19:25:02,2026-07-04_17-47-56_title_summary_history_2025-04-17_to_2026-07-04_Sales_Summary_by_Title_17-04-2025_to_17-04-2025.csv,2026-07-04T17:49:47,697d6c3a330342cb36d0d0c88814a7a6a28b20c6422ad987c3e0746eac52f665,2025-04-17,2026-07-04
