period_key,period_label,period_start,period_end,rank,canonical_content_id,canonical_title,content_group,platform_list,surface_list,sales,gross,net,avg_net,first_offered_date,first_offered_basis,first_offered_confidence,days_since_launch,sales_per_day,net_per_day,latest_date,mapping_status,source_rows,c4s_sales,c4s_gross,c4s_net,curvage_sales,curvage_gross,curvage_net,manyvids_sales,manyvids_gross,manyvids_net,onlyfans_sales,onlyfans_gross,onlyfans_net,modelcentro_sales,modelcentro_gross,modelcentro_net,coverage_note
latest_7,Latest 7 Days,2026-07-05,2026-07-11,1,Video 0291,Greedy SSBBW Devours Roommates Leftovers,Video,"Clips4Sale, Curvage, ManyVids","C4S title snapshot, Curvage Purchases per clips, ManyVids transaction",12,443.84,298.38,24.86,2026-06-27,master content release date,high,15,0.8,19.89,2026-07-11,mapped,8,4,147.93,88.76,6,221.94,165.24,2,73.97,44.38,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
ytd,2026 YTD,2026-01-01,2026-07-11,83,Video 0201,Witch's Brew,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",4,63.94,38.36,9.59,2023-10-18,master content release date,high,998,0.0,0.04,2026-07-11,mapped,3,2,31.97,19.18,0,0.0,0.0,2,31.97,19.18,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,84,Video 0227,Cuckolded By Your Feedee Girlfriend,Video,Clips4Sale,C4S title snapshot,4,63.93,38.36,9.59,2024-04-20,master content release date,high,813,0.0,0.05,2026-07-11,mapped,1,4,63.93,38.36,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,85,Video 0143,Stripper Lets You Fuck in VIP - POV solo,Video,"Clips4Sale, ManyVids, ModelCentro","C4S title snapshot, ManyVids transaction, ModelCentro transaction",6,58.95,37.82,6.3,2021-09-03,master content release date,high,1773,0.0,0.02,2026-07-11,mapped,5,2,13.0,7.8,0,0.0,0.0,1,12.98,7.79,0,0.0,0.0,3,32.97,22.23,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,86,Video 0238,SSBBW Oiled Up Jiggling and Bouncing,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",3,60.95,36.57,12.19,2024-06-14,master content release date,high,758,0.0,0.05,2026-07-11,mapped,3,1,20.98,12.59,0,0.0,0.0,2,39.97,23.98,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,87,Video 0240,Gaining SSBBW Makes Her Buttons Pop,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",4,59.93,35.96,8.99,2024-06-25,master content release date,high,747,0.01,0.05,2026-07-11,mapped,2,3,44.95,26.97,0,0.0,0.0,1,14.98,8.99,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,88,Video 0246,Secretly Watching Masturbation,Video,Clips4Sale,C4S title snapshot,4,59.93,35.96,8.99,2024-07-22,master content release date,high,720,0.01,0.05,2026-07-11,mapped,1,4,59.93,35.96,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,89,exact-title:1-month-club-renewal,1 Month Club Renewal,Video,ManyVids,ManyVids transaction,4,39.95,31.96,7.99,2026-02-28,sale date,low,134,0.03,0.24,2026-05-14,auto exact-title,4,0,0.0,0.0,0,0.0,0.0,4,39.95,31.96,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,90,Video 0222,Fatter Than the Pictures,Video,Clips4Sale,C4S title snapshot,3,50.95,30.57,10.19,2024-04-01,master content release date,high,832,0.0,0.04,2026-07-11,mapped,1,3,50.95,30.57,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,91,Video 0126,Creampie My Pussy,Video,"ManyVids, ModelCentro","ManyVids transaction, ModelCentro transaction",3,48.96,30.49,10.16,2021-03-25,master content release date,high,1935,0.0,0.02,2026-06-04,mapped,3,0,0.0,0.0,0,0.0,0.0,2,33.97,20.38,0,0.0,0.0,1,14.99,10.11,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,92,Video 0146,Feedee BBW Wants to Stop Gaining POV,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",4,49.97,29.98,7.5,2021-09-23,master content release date,high,1753,0.0,0.02,2026-07-11,mapped,3,2,18.0,10.8,0,0.0,0.0,2,31.97,19.18,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,93,Video 0098,Cover You In Cum POV,Video,Clips4Sale,C4S title snapshot,5,49.92,29.95,5.99,2020-08-02,master content release date,high,2170,0.0,0.01,2026-07-11,mapped,1,5,49.92,29.95,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,94,Video 0174,Bouncing on Your Cock,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",6,48.98,29.39,4.9,2023-03-15,master content release date,high,1215,0.0,0.02,2026-07-11,mapped,2,5,35.0,21.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,95,Video 0079,Horny Pillow Grinding,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",5,48.91,29.35,5.87,2020-04-11,master content release date,high,2283,0.0,0.01,2026-07-11,mapped,2,4,39.93,23.96,0,0.0,0.0,1,8.98,5.39,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,96,exact-title:ssbbw-stuffs-burgers-pov-vision-pro,SSBBW Stuffs Burgers POV (VISION PRO),Video,Clips4Sale,C4S title snapshot,2,47.97,28.78,14.39,2024-04-12,C4S date added,medium,821,0.0,0.04,2026-07-11,auto exact-title,1,2,47.97,28.78,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,97,Video 0214,SSBBW Jiggles Fat Thighs and Ass,Video,Clips4Sale,C4S title snapshot,3,47.95,28.77,9.59,2024-02-22,master content release date,high,871,0.0,0.03,2026-07-11,mapped,1,3,47.95,28.77,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,98,Video 0145,Spread and Begging for Anal,Video,"Clips4Sale, ManyVids, ModelCentro","C4S title snapshot, ManyVids transaction, ModelCentro transaction",5,45.97,28.4,5.68,2021-09-17,master content release date,high,1759,0.0,0.02,2026-07-11,mapped,3,3,21.0,12.6,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,1,10.99,7.41,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,99,Video 0224,Jiggling SSBBW Working Out in Lingerie,Video,Curvage,"Curvage Purchases per clips, Curvage title-count allocation",2,37.46,27.68,13.84,2024-04-10,master content release date,high,823,0.0,0.03,2026-07-04,mapped,2,0,0.0,0.0,2,37.46,27.68,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,100,Video 0160,Side-view Sucking and Riding,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",6,45.48,27.29,4.55,2022-02-16,master content release date,high,1607,0.0,0.02,2026-07-11,mapped,2,5,32.5,19.5,0,0.0,0.0,1,12.98,7.79,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,101,Video 0078,Fat Stripper Gives You a Lapdance,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",4,43.93,26.36,6.59,2020-04-05,master content release date,high,2289,0.0,0.01,2026-07-11,mapped,4,1,10.98,6.59,0,0.0,0.0,3,32.95,19.77,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,102,Video 0077,BBW Twerks and Fucks With Toy,Video,ModelCentro,ModelCentro transaction,3,38.97,26.28,8.76,2020-04-01,master content release date,high,2293,0.0,0.01,2026-07-06,mapped,3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,38.97,26.28,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,103,Video 0125,Underwater Body Jiggle,Video,"ManyVids, ModelCentro","ManyVids transaction, ModelCentro transaction",3,40.96,25.54,8.51,2021-03-14,master content release date,high,1946,0.0,0.01,2026-06-16,mapped,3,0,0.0,0.0,0,0.0,0.0,2,27.97,16.78,0,0.0,0.0,1,12.99,8.76,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,104,Video 0167,SSBBW Giantess GFE,Video,Clips4Sale,C4S title snapshot,5,42.5,25.5,5.1,2022-12-16,master content release date,high,1304,0.0,0.02,2026-07-11,mapped,1,5,42.5,25.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,105,Video 0116,Red Satin Shorts Fat Booty Worship,Video,Clips4Sale,C4S title snapshot,6,41.9,25.14,4.19,2020-11-29,master content release date,high,2051,0.0,0.01,2026-07-11,mapped,1,6,41.9,25.14,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,106,Video 0150,Fat Naked Yoga,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",5,40.98,24.59,4.92,2021-10-19,master content release date,high,1727,0.0,0.01,2026-07-11,mapped,2,4,28.0,16.8,0,0.0,0.0,1,12.98,7.79,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,107,Video 0094,Smoking and Sensual Rubbing,Video,Clips4Sale,C4S title snapshot,4,39.93,23.96,5.99,2020-07-05,master content release date,high,2198,0.0,0.01,2026-07-11,mapped,1,4,39.93,23.96,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,108,Video 0157,Jumping on the Squeaky Bed,Video,Clips4Sale,C4S title snapshot,6,39.0,23.4,3.9,2021-12-21,master content release date,high,1664,0.0,0.01,2026-07-11,mapped,1,6,39.0,23.4,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,109,Video 0133,Squirting Dildo Riding and Facial Cumshot,Video,ManyVids,ManyVids transaction,3,38.95,23.37,7.79,2021-05-24,master content release date,high,1875,0.0,0.01,2026-05-16,mapped,3,0,0.0,0.0,0,0.0,0.0,3,38.95,23.37,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,110,Video 0159,Jean Shorts Face-Sitting,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",6,38.48,23.09,3.85,2022-01-28,master content release date,high,1626,0.0,0.01,2026-07-11,mapped,2,5,27.5,16.5,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,111,Video 0123,Getting Naughty at the Airbnb,Video,ManyVids,ManyVids transaction,3,35.95,21.57,7.19,2021-02-19,master content release date,high,1969,0.0,0.01,2026-07-06,mapped,3,0,0.0,0.0,0,0.0,0.0,3,35.95,21.57,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,112,Video 0053,Weight on Your Chest,Video,Clips4Sale,C4S title snapshot,3,35.95,21.57,7.19,2019-09-13,master content release date,high,2494,0.0,0.01,2026-07-11,mapped,1,3,35.95,21.57,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,113,Video 0183,Hot Fatty Stuffs a Dozen Ice Cream Sandwiches,Video,Curvage,"Curvage Purchases per clips, Curvage title-count allocation",3,28.72,21.04,7.01,2023-06-07,master content release date,high,1131,0.0,0.02,2026-07-06,mapped,3,0,0.0,0.0,3,28.72,21.04,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,114,Video 0170,SSBBW No Hands Cake Stuffing,Video,Clips4Sale,C4S title snapshot,5,35.0,21.0,4.2,2023-01-06,master content release date,high,1283,0.0,0.02,2026-07-11,mapped,1,5,35.0,21.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,115,Video 0229,Unaware SSBBW Smokes and Outgrows Clothes,Video,Clips4Sale,C4S title snapshot,2,33.97,20.38,10.19,2024-04-24,master content release date,high,809,0.0,0.03,2026-07-11,mapped,1,2,33.97,20.38,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,116,Video 0182,SSBBW Lingerie Tease and JOI w Countdown,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",2,31.96,19.18,9.59,2023-05-31,master content release date,high,1138,0.0,0.02,2026-07-11,mapped,2,1,16.98,10.19,0,0.0,0.0,1,14.98,8.99,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,117,Video 0220,Bouncing My Oiled-Up Fat,Video,Clips4Sale,C4S title snapshot,2,31.97,19.18,9.59,2024-03-23,master content release date,high,841,0.0,0.02,2026-07-11,mapped,1,2,31.97,19.18,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,118,exact-title:messy-piggy-stuffs-chocolate-cake,Messy piggy stuffs chocolate cake!,Video,Curvage,Curvage Purchases per clips,2,25.98,19.08,9.54,2026-05-12,sale date,low,61,0.03,0.31,2026-07-06,auto exact-title,2,0,0.0,0.0,2,25.98,19.08,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,119,Video 0097,Tight Dress Belly Bouncing,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",5,29.92,17.95,3.59,2020-07-26,master content release date,high,2177,0.0,0.01,2026-07-11,mapped,3,3,17.95,10.77,0,0.0,0.0,2,11.97,7.18,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,120,Video 0035,Big Horny Housewife,Video,ManyVids,ManyVids transaction,6,29.9,17.94,2.99,2018-10-11,master content release date,high,2831,0.0,0.01,2026-06-16,mapped,6,0,0.0,0.0,0,0.0,0.0,6,29.9,17.94,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,121,Video 0176,Stuffing My Face with Fast Food,Video,Clips4Sale,C4S title snapshot,3,28.5,17.1,5.7,2023-04-25,master content release date,high,1174,0.0,0.01,2026-07-11,mapped,1,3,28.5,17.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,122,Video 0149,Dripping On Your Face,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",3,27.98,16.79,5.6,2021-10-09,master content release date,high,1737,0.0,0.01,2026-07-11,mapped,2,2,14.0,8.4,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,123,Video 0158,Hiding from the Holiday Party,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",3,27.98,16.79,5.6,2021-12-26,master content release date,high,1659,0.0,0.01,2026-07-11,mapped,2,2,14.0,8.4,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,124,exact-title:chargeback-forgiveness-106267173,Chargeback Forgiveness 106267173,Video,Clips4Sale,C4S title snapshot,1,27.98,16.79,16.79,2025-07-21,C4S date added,medium,356,0.0,0.05,2026-07-11,auto exact-title,1,1,27.98,16.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,125,Video 0188,SSBBW Solo POV BJ and Fuck,Video,ManyVids,ManyVids transaction,2,27.97,16.78,8.39,2023-07-21,master content release date,high,1087,0.0,0.02,2026-07-06,mapped,2,0,0.0,0.0,0,0.0,0.0,2,27.97,16.78,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,126,Video 0192,Fatty Chugs Three Large Milkshakes,Video,Clips4Sale,C4S title snapshot,1,26.98,16.19,16.19,2023-08-24,master content release date,high,1053,0.0,0.02,2026-07-11,mapped,1,1,26.98,16.19,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,127,Video 0130,Riding Your Face and Your Cock POV,Video,"ManyVids, ModelCentro","ManyVids transaction, ModelCentro transaction",2,24.97,15.8,7.9,2021-04-29,master content release date,high,1900,0.0,0.01,2026-05-22,mapped,2,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,1,10.99,7.41,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,128,Video 0165,BBW Catwalk Bounce and Tease in Heels,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",2,25.98,15.59,7.79,2022-11-29,master content release date,high,1321,0.0,0.01,2026-07-11,mapped,2,1,9.0,5.4,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,129,Video 0124,Stroke and Cum Together,Video,Clips4Sale,C4S title snapshot,2,25.97,15.58,7.79,2021-03-04,master content release date,high,1956,0.0,0.01,2026-07-11,mapped,1,2,25.97,15.58,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,130,Video 0128,BBW Striptease and Lapdance POV,Video,Clips4Sale,C4S title snapshot,2,25.97,15.58,7.79,2021-04-04,master content release date,high,1925,0.0,0.01,2026-07-11,mapped,1,2,25.97,15.58,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,131,Video 0121,Smoky BJ and Pussy Vibe,Video,Clips4Sale,C4S title snapshot,2,25.97,15.58,7.79,2021-01-27,master content release date,high,1992,0.0,0.01,2026-07-11,mapped,1,2,25.97,15.58,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,132,Video 0148,Masturbating Together,Video,Clips4Sale,C4S title snapshot,3,25.5,15.3,5.1,2021-10-02,master content release date,high,1744,0.0,0.01,2026-07-11,mapped,1,3,25.5,15.3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,133,Video 0142,Cumming is the Best Exercise,Video,"Clips4Sale, ModelCentro","C4S title snapshot, ModelCentro transaction",3,23.99,15.21,5.07,2021-08-29,master content release date,high,1778,0.0,0.01,2026-07-11,mapped,2,2,13.0,7.8,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,10.99,7.41,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,134,Video 0236,Teasing You in My Mini Skirt,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",2,24.96,14.98,7.49,2024-06-07,master content release date,high,765,0.0,0.02,2026-07-11,mapped,2,1,13.98,8.39,0,0.0,0.0,1,10.98,6.59,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
ytd,2026 YTD,2026-01-01,2026-07-11,135,Video 0059,Not in Kansas,Video,ManyVids,ManyVids transaction,5,24.92,14.95,2.99,2019-11-01,master content release date,high,2445,0.0,0.01,2026-06-28,mapped,5,0,0.0,0.0,0,0.0,0.0,5,24.92,14.95,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical. C4S uses the latest matching YTD Sales Summary by Title snapshot.
